ID,municipality,trust_police,govt_responsive,ideology,govt_pride,self_efficacy_political,trust_military,trust_supreme_court,support_political_system
respondent_5042,municipality_100,7,1,10,1,4,7,7,7
respondent_5043,municipality_069,7,1,10,7,3,7,6,6
respondent_5044,municipality_062,5,2,6,5,3,6,6,5
respondent_5045,municipality_053,5,2,5,3,2,6,6,5
respondent_5046,municipality_035,7,1,6,2,4,5,2,4
respondent_5047,municipality_042,7,4,8,1,4,6,6,3
respondent_5048,municipality_023,5,3,8,4,2,6,5,5
respondent_5049,municipality_028,5,1,10,7,4,7,5,7
respondent_5050,municipality_013,4,6,7,7,4,2,6,6
respondent_5051,municipality_103,5,1,4,4,3,4,6,3
respondent_5052,municipality_092,7,7,3,7,3,7,6,6
respondent_5053,municipality_057,3,1,2,1,4,4,2,2
respondent_5054,municipality_053,7,7,10,7,1,7,7,7
respondent_5055,municipality_044,1,6,4,1,4,1,1,4
respondent_5056,municipality_023,4,1,10,1,2,5,3,1
respondent_5057,municipality_017,4,5,5,4,3,5,4,6
respondent_5058,municipality_023,2,5,5,2,3,2,1,1
respondent_5059,municipality_019,4,4,3,2,3,3,2,2
respondent_5060,municipality_007,7,6,9,1,2,7,7,3
respondent_5061,municipality_049,5,4,5,5,4,5,6,6
respondent_5062,municipality_096,1,7,9,4,3,7,5,6
respondent_5063,municipality_071,5,1,4,7,4,1,2,3
respondent_5064,municipality_063,5,1,5,1,3,4,4,1
respondent_5065,municipality_037,3,2,2,1,3,2,2,3
respondent_5066,municipality_063,7,4,6,1,4,6,4,5
respondent_5067,municipality_045,5,4,6,3,3,5,4,4
respondent_5068,municipality_026,3,5,7,6,4,6,4,6
respondent_5069,municipality_096,7,1,5,4,3,6,5,1
respondent_5070,municipality_075,7,1,6,3,2,7,4,5
respondent_5071,municipality_089,2,7,5,1,4,4,2,1
respondent_5072,municipality_043,7,1,10,7,4,7,7,7
respondent_5073,municipality_062,7,5,4,7,3,7,7,7
respondent_5074,municipality_063,5,5,10,1,3,7,2,2
respondent_5075,municipality_015,4,1,5,4,3,7,6,3
respondent_5076,municipality_045,5,3,4,5,3,6,6,5
respondent_5077,municipality_071,5,5,7,5,4,7,6,6
respondent_5078,municipality_030,5,3,10,7,3,1,1,7
respondent_5079,municipality_002,4,3,6,3,3,6,4,4
respondent_5080,municipality_027,4,3,10,3,3,7,6,5
respondent_5081,municipality_098,7,7,5,7,1,6,7,5
respondent_5082,municipality_095,1,1,3,1,4,1,3,2
respondent_5083,municipality_053,2,4,1,3,4,5,3,5
respondent_5084,municipality_031,2,4,5,4,3,4,3,4
respondent_5085,municipality_096,7,1,10,4,4,7,7,7
respondent_5086,municipality_103,2,1,1,1,4,7,5,1
respondent_5087,municipality_070,7,6,5,1,4,6,2,1
respondent_5088,municipality_068,6,5,10,6,3,5,5,6
respondent_5089,municipality_002,7,7,10,1,4,7,7,1
respondent_5090,municipality_035,5,1,2,1,2,3,1,2
respondent_5091,municipality_063,5,1,10,1,1,6,1,1
respondent_5092,municipality_103,3,1,5,4,1,5,1,2
respondent_5093,municipality_088,1,4,5,2,2,2,1,2
respondent_5094,municipality_071,1,6,6,2,3,4,5,2
respondent_5095,municipality_021,1,2,5,1,4,5,1,1
respondent_5096,municipality_066,6,3,5,1,4,7,5,1
respondent_5097,municipality_067,7,4,10,1,4,7,4,4
respondent_5098,municipality_095,1,2,5,1,3,1,4,2
respondent_5099,municipality_086,5,5,6,4,2,5,3,4
respondent_5100,municipality_027,2,2,5,1,4,2,1,1
respondent_5101,municipality_053,5,2,6,3,3,5,4,6
respondent_5102,municipality_049,7,7,7,5,3,7,7,7
respondent_5103,municipality_082,1,3,1,2,4,1,1,4
respondent_5104,municipality_043,7,2,9,4,4,7,7,7
respondent_5105,municipality_026,7,1,4,2,4,7,4,3
respondent_5106,municipality_076,3,2,5,3,3,7,2,1
respondent_5107,municipality_027,5,4,7,5,3,4,5,5
respondent_5108,municipality_004,1,3,4,2,4,6,1,1
respondent_5109,municipality_036,2,7,7,2,3,5,5,2
respondent_5110,municipality_089,4,2,1,2,3,2,2,3
respondent_5111,municipality_020,6,6,10,6,3,7,7,7
respondent_5112,municipality_086,7,4,9,3,3,7,1,4
respondent_5113,municipality_023,2,7,1,1,4,5,4,2
respondent_5114,municipality_074,5,4,10,7,3,7,6,5
respondent_5115,municipality_091,5,4,1,5,3,7,5,6
respondent_5116,municipality_011,1,1,1,7,4,7,1,1
respondent_5117,municipality_030,4,5,7,3,4,2,6,7
respondent_5118,municipality_081,2,1,9,3,1,1,4,2
respondent_5119,municipality_057,7,4,5,5,1,7,7,7
respondent_5120,municipality_002,7,7,10,1,4,7,7,1
respondent_5121,municipality_104,3,3,6,3,4,3,3,3
respondent_5122,municipality_025,3,1,3,1,1,5,1,3
respondent_5123,municipality_014,4,1,10,1,3,7,4,7
respondent_5124,municipality_054,4,3,10,1,3,1,6,2
respondent_5125,municipality_083,5,1,1,7,2,4,1,7
respondent_5126,municipality_103,5,5,6,2,3,6,6,6
respondent_5127,municipality_087,7,5,10,3,1,7,6,7
respondent_5128,municipality_072,7,2,8,4,4,7,7,5
respondent_5129,municipality_023,2,2,9,1,4,1,1,2
respondent_5130,municipality_035,6,5,10,6,3,6,6,6
respondent_5131,municipality_045,7,1,9,7,4,2,6,3
respondent_5132,municipality_001,4,1,8,1,3,6,4,3
respondent_5133,municipality_073,1,7,9,1,4,7,1,1
respondent_5134,municipality_069,4,2,5,3,3,2,4,2
respondent_5135,municipality_038,7,3,1,1,3,7,4,5
respondent_5136,municipality_053,4,2,7,4,2,5,3,3
respondent_5137,municipality_016,7,1,8,1,1,7,5,5
respondent_5138,municipality_020,5,5,5,3,3,7,5,6
respondent_5139,municipality_103,3,1,5,4,1,5,1,2
respondent_5140,municipality_103,2,2,6,1,4,3,2,1
respondent_5141,municipality_097,2,1,1,1,4,1,1,2
respondent_5142,municipality_028,5,1,2,1,4,4,6,1
respondent_5143,municipality_085,7,5,9,6,3,7,5,2
respondent_5144,municipality_037,1,7,4,1,3,1,1,6
respondent_5145,municipality_020,5,2,1,1,4,7,5,1
respondent_5146,municipality_087,6,4,6,5,1,6,5,5
respondent_5147,municipality_086,6,6,10,3,1,5,7,7
respondent_5148,municipality_068,6,1,8,2,3,6,5,4
respondent_5149,municipality_030,3,4,10,5,3,6,5,2
respondent_5150,municipality_031,4,2,5,1,3,7,4,3
respondent_5151,municipality_076,4,4,10,1,4,7,5,2
respondent_5152,municipality_023,1,5,1,1,3,4,3,4
respondent_5153,municipality_087,7,5,10,3,1,7,6,7
respondent_5154,municipality_037,5,4,9,1,3,6,4,1
respondent_5155,municipality_079,7,4,5,1,4,7,5,7
respondent_5156,municipality_028,3,1,8,4,3,7,4,2
respondent_5157,municipality_054,4,5,10,6,3,7,6,6
respondent_5158,municipality_097,5,5,5,2,3,5,7,6
respondent_5159,municipality_080,1,1,10,1,1,1,1,1
respondent_5160,municipality_010,1,1,5,1,4,7,1,1
respondent_5161,municipality_091,5,4,10,1,4,5,5,5
respondent_5162,municipality_100,7,1,10,1,4,7,7,7
respondent_5163,municipality_035,7,7,1,6,4,1,2,7
respondent_5164,municipality_096,5,2,7,3,3,4,3,4
respondent_5165,municipality_063,3,3,8,2,3,4,4,4
respondent_5166,municipality_007,7,7,10,7,4,7,7,7
respondent_5167,municipality_011,4,3,4,1,4,6,2,3
respondent_5168,municipality_016,7,1,8,1,1,7,5,5
respondent_5169,municipality_018,1,1,5,4,3,4,4,2
respondent_5170,municipality_062,7,5,8,6,1,7,6,7
respondent_5171,municipality_082,1,3,1,2,4,1,1,4
respondent_5172,municipality_076,2,2,2,1,3,2,1,1
respondent_5173,municipality_086,1,2,2,1,3,5,2,2
respondent_5174,municipality_014,4,1,3,3,3,5,4,2
respondent_5175,municipality_023,7,6,10,6,3,7,7,6
respondent_5176,municipality_063,6,4,6,1,1,7,2,1
respondent_5177,municipality_002,2,5,6,5,3,3,6,4
respondent_5178,municipality_089,3,6,5,6,1,7,6,5
respondent_5179,municipality_084,6,3,5,1,4,5,4,3
respondent_5180,municipality_021,1,2,5,1,4,5,1,1
respondent_5181,municipality_023,4,2,9,2,3,7,6,7
respondent_5182,municipality_097,7,5,10,6,3,7,7,7
respondent_5183,municipality_091,5,3,10,4,3,6,6,5
respondent_5184,municipality_091,6,3,5,1,3,3,1,2
respondent_5185,municipality_063,3,2,6,4,4,1,1,2
respondent_5186,municipality_068,6,1,8,2,3,6,5,4
respondent_5187,municipality_005,4,1,10,3,4,1,7,2
respondent_5188,municipality_029,5,5,7,3,3,5,5,3
respondent_5189,municipality_016,1,1,7,1,3,1,2,1
respondent_5190,municipality_013,4,4,4,2,3,5,5,2
respondent_5191,municipality_027,5,3,5,4,4,5,6,3
respondent_5192,municipality_028,3,1,7,3,3,4,3,4
respondent_5193,municipality_029,3,2,10,1,3,4,5,1
respondent_5194,municipality_103,7,5,5,3,4,5,5,5
respondent_5195,municipality_065,7,4,10,5,4,7,5,6
respondent_5196,municipality_039,3,2,9,1,2,3,2,1
respondent_5197,municipality_091,1,1,1,1,4,1,1,1
respondent_5198,municipality_023,2,2,9,1,4,1,1,2
respondent_5199,municipality_093,6,3,10,4,3,6,6,5
respondent_5200,municipality_030,3,4,10,5,3,6,5,2
respondent_5201,municipality_009,7,6,8,5,4,7,5,6
respondent_5202,municipality_056,1,3,4,1,4,3,5,4
respondent_5203,municipality_069,7,1,10,7,3,7,6,6
respondent_5204,municipality_079,4,1,5,1,4,4,3,1
respondent_5205,municipality_069,5,6,2,7,3,1,1,6
respondent_5206,municipality_009,7,6,8,5,4,7,5,6
respondent_5207,municipality_071,5,3,1,2,3,4,5,7
respondent_5208,municipality_097,6,2,5,4,2,6,2,4
respondent_5209,municipality_012,1,1,2,2,1,1,3,2
respondent_5210,municipality_058,1,1,10,1,4,7,1,1
respondent_5211,municipality_055,5,4,5,2,4,4,4,4
respondent_5212,municipality_017,2,6,9,2,3,7,6,6
respondent_5213,municipality_081,2,1,9,3,1,1,4,2
respondent_5214,municipality_026,5,4,8,3,3,5,5,4
respondent_5215,municipality_036,6,7,10,4,2,6,6,6
respondent_5216,municipality_020,6,5,5,3,3,6,5,3
respondent_5217,municipality_081,7,1,5,1,3,7,7,1
respondent_5218,municipality_013,1,1,4,3,4,7,3,1
respondent_5219,municipality_057,5,1,7,1,3,6,5,1
respondent_5220,municipality_034,5,4,10,2,3,7,1,6
respondent_5221,municipality_103,7,5,5,3,4,5,5,5
respondent_5222,municipality_078,7,7,8,1,1,1,3,1
respondent_5223,municipality_022,4,1,10,5,1,7,7,6
respondent_5224,municipality_014,3,1,1,1,4,7,1,1
respondent_5225,municipality_041,5,1,5,1,4,1,1,3
respondent_5226,municipality_038,5,1,5,1,4,7,7,4
respondent_5227,municipality_063,4,1,5,1,2,4,3,2
respondent_5228,municipality_088,5,1,10,1,3,7,2,6
respondent_5229,municipality_002,6,4,8,4,3,6,6,6
respondent_5230,municipality_025,3,2,6,5,3,6,7,5
respondent_5231,municipality_022,5,3,6,4,2,5,4,4
respondent_5232,municipality_040,5,4,5,4,3,7,6,5
respondent_5233,municipality_062,7,5,4,7,3,7,7,7
respondent_5234,municipality_038,5,1,5,1,4,7,7,4
respondent_5235,municipality_045,7,3,10,7,4,7,7,5
respondent_5236,municipality_042,5,2,4,1,3,3,2,1
respondent_5237,municipality_075,7,4,5,6,1,7,6,5
respondent_5238,municipality_087,6,3,8,5,3,5,5,7
respondent_5239,municipality_075,6,7,6,1,4,7,6,5
respondent_5240,municipality_021,1,1,3,1,1,2,5,1
respondent_5241,municipality_007,5,2,3,3,4,2,5,2
respondent_5242,municipality_097,2,1,1,1,4,1,1,2
respondent_5243,municipality_083,5,3,5,1,4,6,2,3
respondent_5244,municipality_001,4,1,8,1,3,6,4,3
respondent_5245,municipality_086,2,2,10,2,3,7,2,2
respondent_5246,municipality_017,7,5,9,2,4,7,7,7
respondent_5247,municipality_010,1,1,5,1,4,7,1,1
respondent_5248,municipality_020,6,6,10,6,3,7,7,7
respondent_5249,municipality_063,7,2,10,5,3,7,7,6
respondent_5250,municipality_058,7,3,8,2,4,6,1,2
respondent_5251,municipality_027,5,4,7,5,3,4,5,5
respondent_5252,municipality_103,3,1,5,1,4,3,1,1
respondent_5253,municipality_087,5,1,5,5,2,6,6,5
respondent_5254,municipality_053,4,1,10,1,3,7,4,1
respondent_5255,municipality_034,5,3,6,1,3,7,5,4
respondent_5256,municipality_105,4,1,7,1,4,3,4,3
respondent_5257,municipality_007,7,6,9,1,2,7,7,3
respondent_5258,municipality_011,6,2,9,2,4,6,6,4
respondent_5259,municipality_025,1,6,8,7,3,7,1,1
respondent_5260,municipality_020,6,6,10,6,3,7,7,7
respondent_5261,municipality_087,5,3,5,2,4,5,4,2
respondent_5262,municipality_003,3,3,7,4,3,6,6,5
respondent_5263,municipality_035,4,1,1,1,4,4,3,2
respondent_5264,municipality_093,3,5,5,5,3,5,4,4
respondent_5265,municipality_104,2,1,6,1,4,2,3,1
respondent_5266,municipality_082,7,3,10,1,3,7,7,1
respondent_5267,municipality_083,5,3,5,1,4,6,2,3
respondent_5268,municipality_078,7,5,7,5,3,7,6,6
respondent_5269,municipality_014,4,2,7,1,3,1,1,1
respondent_5270,municipality_063,1,2,7,1,3,3,4,1
respondent_5271,municipality_092,5,4,8,3,3,7,5,6
respondent_5272,municipality_038,1,1,1,1,1,5,1,1
respondent_5273,municipality_015,4,1,5,4,3,7,6,3
respondent_5274,municipality_017,7,5,9,2,4,7,7,7
respondent_5275,municipality_056,5,4,4,3,4,5,4,2
respondent_5276,municipality_078,5,1,6,4,4,6,5,4
respondent_5277,municipality_010,1,1,1,1,4,6,4,1
respondent_5278,municipality_017,5,3,5,3,3,5,4,5
respondent_5279,municipality_069,1,1,10,7,4,1,1,7
respondent_5280,municipality_101,5,1,8,1,1,6,7,4
respondent_5281,municipality_107,5,4,10,1,4,7,1,2
respondent_5282,municipality_107,4,1,3,1,4,1,1,1
respondent_5283,municipality_063,6,2,8,4,3,6,2,5
respondent_5284,municipality_077,4,2,3,2,3,4,2,5
respondent_5285,municipality_061,6,5,8,2,4,6,3,4
respondent_5286,municipality_053,2,1,10,3,3,7,3,1
respondent_5287,municipality_086,2,1,8,2,4,3,1,3
respondent_5288,municipality_004,5,2,7,3,3,6,5,4
respondent_5289,municipality_076,1,7,5,2,2,7,3,7
respondent_5290,municipality_072,7,3,9,1,3,7,6,7
respondent_5291,municipality_096,3,7,1,6,3,5,7,5
respondent_5292,municipality_105,5,4,7,3,3,7,2,2
respondent_5293,municipality_076,4,1,9,2,3,7,1,3
respondent_5294,municipality_106,1,2,6,3,4,2,3,4
respondent_5295,municipality_097,7,5,10,7,4,7,1,7
respondent_5296,municipality_023,4,1,10,1,2,5,3,1
respondent_5297,municipality_086,5,1,5,3,4,5,3,5
respondent_5298,municipality_077,4,2,3,2,3,4,2,5
respondent_5299,municipality_022,4,2,7,5,3,4,4,5
respondent_5300,municipality_033,7,3,7,2,2,7,4,7
respondent_5301,municipality_020,6,6,10,6,3,7,7,7
respondent_5302,municipality_104,2,1,6,1,4,2,3,1
respondent_5303,municipality_072,4,4,10,1,4,5,2,1
respondent_5304,municipality_099,4,2,5,4,3,3,4,1
respondent_5305,municipality_016,7,6,9,7,3,7,7,7
respondent_5306,municipality_087,5,1,5,5,2,6,6,5
respondent_5307,municipality_058,5,1,5,1,4,5,3,3
respondent_5308,municipality_018,6,1,10,1,3,1,2,1
respondent_5309,municipality_056,4,4,9,3,4,6,4,5
respondent_5310,municipality_065,7,5,5,3,4,7,4,7
respondent_5311,municipality_020,7,7,3,1,3,7,1,2
respondent_5312,municipality_094,5,7,1,2,4,4,5,4
respondent_5313,municipality_053,7,2,5,4,3,7,7,5
respondent_5314,municipality_103,2,1,1,1,4,7,5,1
respondent_5315,municipality_103,1,4,6,1,4,1,7,2
respondent_5316,municipality_050,3,1,7,5,3,6,4,5
respondent_5317,municipality_010,3,4,9,5,3,7,6,6
respondent_5318,municipality_011,5,1,3,1,4,4,6,2
respondent_5319,municipality_023,5,3,8,4,2,6,5,5
respondent_5320,municipality_047,7,2,7,6,4,7,4,6
respondent_5321,municipality_021,7,4,10,6,4,6,2,2
respondent_5322,municipality_004,5,3,8,6,3,6,5,6
respondent_5323,municipality_045,5,4,6,3,3,5,4,4
respondent_5324,municipality_067,4,7,5,6,3,7,7,7
respondent_5325,municipality_073,5,3,10,5,4,7,5,7
respondent_5326,municipality_026,5,3,3,3,4,4,3,4
respondent_5327,municipality_044,7,3,10,5,3,7,5,5
respondent_5328,municipality_054,4,3,10,1,3,1,6,2
respondent_5329,municipality_048,4,4,8,2,3,7,6,5
respondent_5330,municipality_098,7,7,5,4,3,7,2,4
respondent_5331,municipality_106,4,5,5,1,3,5,4,3
respondent_5332,municipality_061,6,3,10,7,1,3,6,7
respondent_5333,municipality_075,5,4,4,5,4,5,4,4
respondent_5334,municipality_016,1,4,1,1,3,7,2,1
respondent_5335,municipality_025,1,4,5,1,1,1,1,1
respondent_5336,municipality_089,2,7,5,1,4,4,2,1
respondent_5337,municipality_006,4,1,5,3,4,5,2,3
respondent_5338,municipality_003,3,7,10,6,4,7,6,4
respondent_5339,municipality_098,5,4,1,4,4,5,4,5
respondent_5340,municipality_027,7,3,8,6,4,7,1,2
respondent_5341,municipality_074,4,7,2,1,3,3,3,1
respondent_5342,municipality_096,5,2,7,3,3,4,3,4
respondent_5343,municipality_059,4,7,10,7,4,5,5,5
respondent_5344,municipality_106,5,4,6,4,3,5,4,7
respondent_5345,municipality_063,2,1,2,1,1,1,4,6
respondent_5346,municipality_090,6,1,8,1,3,5,3,1
respondent_5347,municipality_078,7,5,8,3,3,7,3,5
respondent_5348,municipality_053,4,7,3,2,3,4,2,3
respondent_5349,municipality_098,1,3,2,4,4,2,4,4
respondent_5350,municipality_096,6,4,10,5,3,7,5,4
respondent_5351,municipality_106,1,2,6,3,4,2,3,4
respondent_5352,municipality_048,2,2,2,2,3,6,3,4
respondent_5353,municipality_073,4,2,6,3,3,5,4,4
respondent_5354,municipality_048,2,4,7,1,3,1,1,1
respondent_5355,municipality_020,7,7,3,1,3,7,1,2
respondent_5356,municipality_086,3,5,8,3,4,5,4,4
respondent_5357,municipality_030,5,3,10,7,3,1,1,7
respondent_5358,municipality_001,1,3,2,1,3,1,1,1
respondent_5359,municipality_082,5,2,8,1,2,5,1,1
respondent_5360,municipality_006,5,4,5,4,4,5,4,4
respondent_5361,municipality_037,5,4,9,1,3,6,4,1
respondent_5362,municipality_069,3,2,5,2,3,5,4,4
respondent_5363,municipality_095,7,1,9,7,3,7,3,7
respondent_5364,municipality_103,3,3,1,1,3,5,2,1
respondent_5365,municipality_006,4,5,4,4,1,7,5,5
respondent_5366,municipality_045,6,2,6,5,2,5,5,4
respondent_5367,municipality_055,5,4,5,2,4,4,4,4
respondent_5368,municipality_053,7,3,4,3,4,5,4,3
respondent_5369,municipality_095,7,5,10,2,4,7,1,2
respondent_5370,municipality_037,4,3,7,5,1,5,3,6
respondent_5371,municipality_082,1,1,1,1,4,1,1,1
respondent_5372,municipality_023,2,2,7,1,3,3,2,1
respondent_5373,municipality_063,4,5,7,3,3,6,6,6
respondent_5374,municipality_054,1,4,1,1,4,7,1,1
respondent_5375,municipality_025,7,3,5,6,3,7,7,7
respondent_5376,municipality_027,3,4,3,1,4,5,2,4
respondent_5377,municipality_103,3,1,5,4,1,5,1,2
respondent_5378,municipality_056,4,4,9,3,4,6,4,5
respondent_5379,municipality_101,5,1,1,1,2,3,3,1
respondent_5380,municipality_107,4,3,9,2,4,1,3,4
respondent_5381,municipality_072,6,5,9,1,3,7,5,4
respondent_5382,municipality_093,4,1,5,1,1,3,1,1
respondent_5383,municipality_053,6,2,3,5,4,7,7,6
respondent_5384,municipality_032,7,6,3,5,3,7,7,7
respondent_5385,municipality_022,5,2,8,4,4,6,6,5
respondent_5386,municipality_022,4,5,3,4,3,6,6,6
respondent_5387,municipality_053,5,2,6,3,3,5,4,6
respondent_5388,municipality_037,5,6,7,3,4,7,2,1
respondent_5389,municipality_103,2,2,6,1,4,3,2,1
respondent_5390,municipality_063,5,1,5,1,3,4,4,1
respondent_5391,municipality_053,7,5,10,3,3,6,5,7
respondent_5392,municipality_107,5,4,10,1,4,7,1,2
respondent_5393,municipality_053,5,1,5,1,4,1,1,1
respondent_5394,municipality_009,3,1,5,1,2,4,3,1
respondent_5395,municipality_011,3,1,3,4,4,1,2,3
respondent_5396,municipality_026,3,5,7,6,4,6,4,6
respondent_5397,municipality_095,6,5,8,2,4,6,5,4
respondent_5398,municipality_106,1,1,8,1,4,1,2,7
respondent_5399,municipality_026,5,4,8,3,3,5,5,4
respondent_5400,municipality_079,6,4,7,5,3,6,7,5
respondent_5401,municipality_017,5,3,5,3,3,5,4,5
respondent_5402,municipality_042,7,4,8,5,2,7,6,5
respondent_5403,municipality_063,4,4,8,3,3,4,4,4
respondent_5404,municipality_103,5,1,4,4,3,4,6,3
respondent_5405,municipality_074,5,1,1,5,4,7,7,6
respondent_5406,municipality_063,5,3,6,2,4,6,3,2
respondent_5407,municipality_095,3,3,3,1,3,2,1,1
respondent_5408,municipality_067,7,7,4,1,4,6,4,1
respondent_5409,municipality_007,7,6,9,1,2,7,7,3
respondent_5410,municipality_081,5,5,7,2,3,7,5,1
respondent_5411,municipality_021,5,1,10,1,1,5,7,2
respondent_5412,municipality_053,1,1,3,1,3,2,2,1
respondent_5413,municipality_065,3,2,5,2,3,4,4,4
respondent_5414,municipality_069,5,6,2,7,3,1,1,6
respondent_5415,municipality_100,5,2,5,3,4,4,3,1
respondent_5416,municipality_100,7,1,10,1,4,7,7,7
respondent_5417,municipality_014,4,2,7,1,3,1,1,1
respondent_5418,municipality_063,3,3,4,3,1,2,2,3
respondent_5419,municipality_107,5,4,10,1,4,7,1,2
respondent_5420,municipality_023,5,5,7,5,2,6,6,5
respondent_5421,municipality_058,1,2,3,2,3,5,2,2
respondent_5422,municipality_095,4,5,4,3,1,5,4,3
respondent_5423,municipality_051,1,7,1,1,3,7,7,7
respondent_5424,municipality_034,7,5,1,7,1,7,5,6
respondent_5425,municipality_002,5,6,6,4,3,5,5,5
respondent_5426,municipality_010,4,4,10,4,4,7,6,4
respondent_5427,municipality_028,7,7,10,4,3,7,5,6
respondent_5428,municipality_063,5,3,3,1,3,7,4,1
respondent_5429,municipality_084,6,2,1,7,3,6,5,1
respondent_5430,municipality_059,1,1,4,1,3,6,2,3
respondent_5431,municipality_068,6,5,10,6,3,5,5,6
respondent_5432,municipality_023,2,3,7,2,1,6,2,4
respondent_5433,municipality_024,4,5,5,1,3,7,4,1
respondent_5434,municipality_075,7,4,5,6,1,7,6,5
respondent_5435,municipality_017,2,6,9,2,3,7,6,6
respondent_5436,municipality_063,3,7,6,5,4,6,2,4
respondent_5437,municipality_027,4,3,10,3,3,7,6,5
respondent_5438,municipality_083,5,3,5,1,4,6,2,3
respondent_5439,municipality_095,3,5,5,1,3,4,3,1
respondent_5440,municipality_006,4,3,4,1,2,4,2,1
respondent_5441,municipality_044,4,3,7,1,3,2,5,1
respondent_5442,municipality_063,4,1,3,1,4,1,1,1
respondent_5443,municipality_064,3,4,2,3,3,4,3,2
respondent_5444,municipality_083,7,6,6,7,1,7,7,6
respondent_5445,municipality_101,5,1,1,1,2,3,3,1
respondent_5446,municipality_039,3,1,7,3,2,4,3,4
respondent_5447,municipality_060,4,1,1,2,3,7,2,1
respondent_5448,municipality_081,5,5,7,2,3,7,5,1
respondent_5449,municipality_053,4,7,3,2,3,4,2,3
respondent_5450,municipality_043,5,5,8,6,3,6,6,6
respondent_5451,municipality_095,7,5,10,2,4,7,1,2
respondent_5452,municipality_063,5,4,6,4,4,7,2,7
respondent_5453,municipality_063,5,3,3,1,3,7,4,1
respondent_5454,municipality_009,2,1,5,2,4,5,7,1
respondent_5455,municipality_024,6,5,6,2,2,5,4,2
respondent_5456,municipality_005,2,3,3,3,3,3,4,3
respondent_5457,municipality_002,5,7,9,5,3,7,3,7
respondent_5458,municipality_009,1,1,1,1,4,1,1,1
respondent_5459,municipality_044,7,3,10,5,3,7,5,5
respondent_5460,municipality_084,3,1,10,1,2,6,1,1
respondent_5461,municipality_010,5,2,5,4,4,7,5,6
respondent_5462,municipality_004,6,3,4,5,4,6,6,4
respondent_5463,municipality_008,4,1,7,1,4,1,1,1
respondent_5464,municipality_076,4,3,3,2,4,3,4,2
respondent_5465,municipality_019,5,4,8,2,4,3,4,3
respondent_5466,municipality_032,4,4,5,1,3,4,1,1
respondent_5467,municipality_092,1,7,10,7,4,7,7,7
respondent_5468,municipality_091,5,4,9,1,1,5,1,1
respondent_5469,municipality_103,4,7,2,3,4,2,2,4
respondent_5470,municipality_075,7,4,5,6,1,7,6,5
respondent_5471,municipality_095,1,1,2,1,3,1,1,1
respondent_5472,municipality_016,4,3,3,1,1,2,2,2
respondent_5473,municipality_032,6,5,4,3,4,6,2,5
respondent_5474,municipality_047,7,7,10,7,1,7,7,7
respondent_5475,municipality_106,1,1,8,1,4,1,2,7
respondent_5476,municipality_014,5,1,10,1,1,1,6,7
respondent_5477,municipality_102,5,7,8,2,3,7,7,7
respondent_5478,municipality_021,7,4,10,6,4,6,2,2
respondent_5479,municipality_047,3,3,3,5,4,4,5,5
respondent_5480,municipality_053,5,5,6,6,4,7,5,6
respondent_5481,municipality_086,4,5,7,1,3,7,1,1
respondent_5482,municipality_099,6,1,3,2,4,5,3,2
respondent_5483,municipality_075,4,4,7,1,4,5,3,1
respondent_5484,municipality_086,3,1,5,2,4,5,7,1
respondent_5485,municipality_095,2,1,3,3,4,5,2,4
respondent_5486,municipality_033,5,3,8,1,2,4,2,1
respondent_5487,municipality_087,1,1,1,2,4,1,3,2
respondent_5488,municipality_063,4,4,7,4,4,4,3,5
respondent_5489,municipality_023,4,2,10,3,3,5,1,3
respondent_5490,municipality_025,7,5,5,6,1,7,6,3
respondent_5491,municipality_063,4,4,7,4,4,4,3,5
respondent_5492,municipality_082,1,1,5,3,3,1,1,1
respondent_5493,municipality_071,7,1,5,7,3,7,7,7
respondent_5494,municipality_095,5,1,7,1,3,1,1,1
respondent_5495,municipality_022,5,2,8,4,4,6,6,5
respondent_5496,municipality_063,4,4,7,4,4,4,3,5
respondent_5497,municipality_041,2,4,5,2,3,4,4,4
respondent_5498,municipality_004,2,1,1,4,3,5,5,3
respondent_5499,municipality_020,7,5,1,2,4,1,2,1
respondent_5500,municipality_106,1,1,8,1,4,1,2,7
respondent_5501,municipality_032,7,6,3,5,3,7,7,7
respondent_5502,municipality_042,6,3,5,5,3,6,4,7
respondent_5503,municipality_082,7,3,10,1,3,7,7,1
respondent_5504,municipality_043,5,3,7,3,4,6,4,3
respondent_5505,municipality_002,5,6,6,4,3,5,5,5
respondent_5506,municipality_060,7,7,10,7,4,7,7,5
respondent_5507,municipality_074,1,3,5,1,3,7,4,6
respondent_5508,municipality_082,4,2,8,2,1,6,1,1
respondent_5509,municipality_034,7,7,8,7,3,7,7,7
respondent_5510,municipality_014,7,1,6,2,3,7,5,7
respondent_5511,municipality_046,7,1,5,2,3,7,1,6
respondent_5512,municipality_060,7,7,1,7,3,7,7,1
respondent_5513,municipality_025,3,1,3,1,1,5,1,3
respondent_5514,municipality_075,7,6,8,1,4,3,4,1
respondent_5515,municipality_099,4,2,5,4,3,3,4,1
respondent_5516,municipality_063,6,4,8,4,3,5,4,4
respondent_5517,municipality_064,5,7,1,1,1,3,7,2
respondent_5518,municipality_023,1,1,10,1,1,7,5,7
respondent_5519,municipality_018,7,6,7,7,3,7,6,7
respondent_5520,municipality_001,4,1,8,1,3,6,4,3
respondent_5521,municipality_084,6,2,5,4,3,3,6,6
