"ID","X","Y_Z_0","Y_Z_1"
"02793",0,1,0
"02794",0,0,1
"02795",1,1,0
"02796",0,1,1
"02797",0,0,1
"02798",1,0,0
"02799",0,0,1
"02800",0,1,1
"02801",0,0,1
"02802",0,0,1
"02803",0,1,1
"02804",0,1,1
"02805",0,0,1
"02806",1,1,0
"02807",0,1,1
"02808",0,1,0
"02809",0,0,1
"02810",0,1,1
"02811",0,1,1
"02812",0,1,1
"02813",0,1,1
"02814",0,0,1
"02815",0,1,1
"02816",0,0,1
"02817",0,1,1
"02818",0,0,0
"02819",0,1,1
"02820",0,1,1
"02821",0,0,1
"02822",0,0,0
"02823",0,0,1
"02824",0,1,0
"02825",0,1,1
"02826",1,0,0
"02827",0,1,1
"02828",0,1,0
"02829",0,1,1
"02830",0,1,1
"02831",0,1,0
"02832",0,1,1
"02833",0,0,1
"02834",0,1,0
"02835",0,1,1
"02836",0,1,1
"02837",0,1,1
"02838",0,0,1
"02839",1,0,0
"02840",1,0,0
"02841",0,0,1
"02842",0,0,1
"02843",0,1,1
"02844",1,0,0
"02845",1,0,0
"02846",0,1,1
"02847",0,0,1
"02848",0,1,1
"02849",1,0,1
"02850",0,1,1
"02851",0,1,0
"02852",0,1,1
"02853",0,0,1
"02854",0,1,1
"02855",0,1,1
"02856",0,1,1
"02857",0,1,1
"02858",0,1,1
"02859",0,1,1
"02860",0,1,1
"02861",0,1,1
"02862",0,1,0
"02863",1,0,0
"02864",1,1,0
"02865",0,1,0
"02866",0,1,1
"02867",0,0,1
"02868",1,0,0
"02869",0,0,1
"02870",1,0,0
"02871",0,1,1
"02872",1,1,0
"02873",0,1,1
"02874",0,1,1
"02875",1,1,0
"02876",0,1,1
"02877",0,1,0
"02878",0,1,1
"02879",0,1,1
"02880",0,1,1
"02881",0,0,1
"02882",0,1,1
"02883",0,1,1
"02884",0,1,1
"02885",1,0,0
"02886",0,0,1
"02887",0,1,1
"02888",0,0,1
"02889",0,1,1
"02890",0,0,1
"02891",0,1,1
"02892",1,1,1
"02893",0,0,1
"02894",0,1,1
"02895",1,0,0
"02896",0,0,1
"02897",1,0,0
"02898",0,1,1
"02899",1,0,1
"02900",0,0,1
"02901",0,0,1
"02902",0,1,1
"02903",0,0,1
"02904",0,1,1
"02905",0,1,0
"02906",0,1,1
"02907",1,0,0
"02908",0,1,1
"02909",0,0,0
"02910",0,1,1
"02911",0,0,1
"02912",1,1,0
"02913",0,1,1
"02914",0,0,1
"02915",0,1,1
"02916",1,0,0
"02917",0,1,1
"02918",0,1,1
"02919",0,1,1
"02920",0,1,1
"02921",0,1,1
"02922",0,1,0
"02923",0,1,1
"02924",0,1,1
"02925",0,1,1
"02926",1,1,0
"02927",0,1,0
"02928",1,0,0
"02929",0,1,0
"02930",0,1,1
"02931",0,1,1
"02932",0,1,1
"02933",0,1,1
"02934",0,1,1
"02935",1,1,0
"02936",0,1,1
"02937",0,1,1
"02938",1,0,0
"02939",0,1,1
"02940",0,0,1
"02941",0,1,0
"02942",0,1,1
"02943",1,0,0
"02944",0,0,1
"02945",1,0,1
"02946",0,1,0
"02947",0,1,0
"02948",0,0,1
"02949",0,0,1
"02950",0,0,0
"02951",0,1,1
"02952",0,1,1
"02953",0,1,1
"02954",0,1,0
"02955",0,1,1
"02956",1,0,0
"02957",1,0,0
"02958",0,1,0
"02959",0,0,1
"02960",0,0,1
"02961",1,1,0
"02962",0,0,0
"02963",0,1,1
"02964",0,1,1
"02965",0,0,0
"02966",0,1,1
"02967",0,1,1
"02968",0,0,0
"02969",0,1,1
"02970",0,1,1
"02971",0,1,1
"02972",0,1,1
"02973",1,1,0
"02974",1,0,0
"02975",0,0,1
"02976",0,0,1
"02977",0,0,1
"02978",0,1,0
"02979",0,0,1
"02980",0,1,1
"02981",0,1,1
"02982",0,0,1
"02983",1,1,1
"02984",0,0,0
"02985",0,1,1
"02986",0,1,1
"02987",0,0,0
"02988",0,0,1
"02989",0,0,1
"02990",0,1,1
"02991",0,0,1
"02992",0,1,1
"02993",0,1,1
"02994",0,1,0
"02995",0,1,1
"02996",0,0,1
"02997",0,0,1
"02998",0,1,1
"02999",0,1,0
"03000",0,0,1
"03001",0,1,1
"03002",1,0,0
"03003",1,0,0
"03004",1,1,0
"03005",1,1,1
"03006",0,1,1
"03007",0,1,1
"03008",1,0,0
"03009",0,1,1
"03010",1,0,0
"03011",0,0,1
"03012",0,1,1
"03013",1,0,0
"03014",0,0,1
"03015",1,1,0
"03016",0,1,1
"03017",0,0,1
"03018",0,1,1
"03019",0,0,1
"03020",1,0,0
"03021",0,1,1
"03022",1,0,1
"03023",1,0,0
"03024",0,1,0
"03025",0,1,1
"03026",0,1,1
"03027",0,0,1
"03028",0,0,1
"03029",0,1,1
"03030",0,1,1
"03031",0,1,1
"03032",0,1,1
"03033",1,0,1
"03034",1,1,0
"03035",0,1,1
"03036",0,1,1
"03037",0,1,0
"03038",0,1,0
"03039",1,0,0
"03040",0,1,1
"03041",0,0,0
"03042",0,0,0
"03043",0,1,0
"03044",0,0,1
"03045",0,0,1
"03046",0,0,0
"03047",0,1,1
"03048",1,0,0
"03049",0,1,1
"03050",0,1,1
"03051",0,0,1
"03052",0,0,1
"03053",1,1,0
"03054",0,1,1
"03055",0,1,1
"03056",0,1,1
"03057",0,0,1
"03058",1,0,0
"03059",1,0,0
"03060",0,1,0
"03061",0,1,1
"03062",1,1,0
"03063",0,1,1
"03064",0,1,1
"03065",0,0,1
"03066",0,1,0
"03067",0,1,1
"03068",0,1,1
"03069",0,1,1
"03070",1,1,0
"03071",0,1,0
"03072",0,1,1
"03073",0,0,1
"03074",0,1,1
"03075",1,0,0
"03076",0,1,1
"03077",0,1,1
"03078",0,1,1
"03079",0,1,1
"03080",0,1,1
"03081",0,0,1
"03082",1,0,0
"03083",0,1,1
"03084",1,0,1
"03085",0,0,1
"03086",0,1,1
"03087",0,0,0
"03088",0,0,1
"03089",0,1,0
"03090",1,0,1
"03091",1,1,0
"03092",0,1,0
"03093",0,1,1
"03094",0,1,1
"03095",1,0,1
"03096",0,1,1
"03097",1,0,0
"03098",0,1,1
"03099",0,1,1
"03100",1,0,0
"03101",1,0,1
"03102",0,1,1
"03103",0,1,1
"03104",0,1,1
"03105",0,0,1
"03106",0,1,1
"03107",0,1,0
"03108",0,1,1
"03109",1,1,0
"03110",0,0,1
"03111",0,1,1
"03112",0,1,1
"03113",1,0,0
"03114",0,0,1
"03115",0,0,0
"03116",0,1,1
"03117",0,1,1
"03118",0,1,1
"03119",1,0,1
"03120",1,0,1
"03121",0,1,0
"03122",0,0,1
"03123",0,0,1
"03124",0,0,1
"03125",0,1,1
"03126",1,1,0
"03127",0,0,1
"03128",1,0,0
"03129",1,0,0
"03130",1,0,0
"03131",0,1,0
"03132",0,1,1
"03133",0,1,1
"03134",0,1,1
"03135",0,1,1
"03136",0,0,0
"03137",1,1,0
"03138",0,1,1
"03139",0,1,0
"03140",0,1,1
"03141",0,0,1
"03142",0,1,0
"03143",0,1,1
"03144",0,1,1
"03145",1,0,0
"03146",0,0,1
"03147",0,1,1
"03148",0,1,1
"03149",0,0,1
"03150",1,0,1
"03151",1,1,0
"03152",0,1,0
"03153",0,0,0
"03154",0,1,1
"03155",0,0,1
"03156",0,1,1
"03157",0,1,1
"03158",0,1,1
"03159",0,1,1
"03160",0,1,1
"03161",0,0,1
"03162",0,1,1
"03163",0,1,1
"03164",0,1,1
"03165",0,0,1
"03166",0,1,1
"03167",0,1,1
"03168",0,1,1
"03169",0,0,1
"03170",1,1,0
"03171",0,1,1
"03172",0,0,1
"03173",0,1,1
"03174",0,1,1
"03175",1,1,0
"03176",0,0,1
"03177",0,1,1
"03178",0,1,1
"03179",0,0,1
"03180",0,1,1
"03181",0,1,1
"03182",1,0,0
"03183",0,1,1
"03184",0,0,1
"03185",0,1,1
"03186",0,0,1
"03187",0,1,1
"03188",0,1,1
"03189",0,1,1
"03190",0,1,1
"03191",0,0,0
"03192",0,1,1
"03193",0,1,1
"03194",0,1,1
"03195",0,0,1
"03196",0,1,1
"03197",1,0,0
"03198",0,1,1
"03199",0,1,0
"03200",0,1,0
"03201",0,1,1
"03202",1,0,0
"03203",0,1,0
"03204",0,1,1
"03205",0,1,1
"03206",0,1,1
"03207",0,1,0
"03208",0,1,1
"03209",0,1,0
"03210",0,1,0
"03211",0,1,0
"03212",0,0,1
"03213",0,0,1
"03214",0,1,1
"03215",1,1,1
"03216",0,1,1
"03217",0,0,0
"03218",0,1,1
"03219",0,1,0
"03220",0,1,0
"03221",0,0,1
"03222",0,0,1
"03223",0,1,1
"03224",0,1,1
"03225",0,1,1
"03226",0,1,0
"03227",0,0,1
"03228",1,0,1
"03229",0,1,1
"03230",1,1,0
"03231",0,1,1
"03232",0,1,1
"03233",0,0,1
"03234",1,0,0
"03235",0,1,1
"03236",0,1,1
"03237",0,1,1
"03238",1,1,0
"03239",0,0,0
"03240",1,0,0
"03241",0,1,1
"03242",0,0,1
"03243",0,1,1
"03244",0,1,1
"03245",0,0,0
"03246",0,1,0
"03247",0,1,1
"03248",0,1,0
"03249",0,1,1
"03250",0,1,1
"03251",0,1,1
"03252",0,1,1
"03253",0,1,1
"03254",1,0,0
"03255",0,0,1
"03256",0,1,1
"03257",0,0,1
"03258",1,0,0
"03259",0,1,1
"03260",0,1,1
"03261",0,1,1
"03262",0,1,1
"03263",0,1,1
"03264",0,1,1
"03265",0,1,1
"03266",0,1,1
"03267",0,1,1
"03268",0,1,1
"03269",1,0,0
"03270",1,1,1
"03271",0,0,0
"03272",0,1,1
"03273",1,0,0
"03274",0,0,1
"03275",0,1,1
"03276",0,1,1
"03277",1,1,0
"03278",0,1,0
"03279",0,1,1
"03280",1,1,0
"03281",1,0,0
"03282",0,1,1
"03283",0,1,1
"03284",0,1,1
"03285",0,1,0
"03286",1,0,0
"03287",1,0,0
"03288",0,1,1
"03289",0,0,1
"03290",1,0,1
"03291",1,0,0
"03292",0,1,1
"03293",0,1,1
"03294",0,0,0
"03295",0,1,1
"03296",0,0,1
"03297",0,1,0
"03298",0,1,0
"03299",0,1,1
"03300",0,1,0
"03301",0,0,1
"03302",0,0,1
"03303",0,1,1
"03304",0,1,0
"03305",0,1,1
"03306",0,0,1
"03307",0,0,0
"03308",0,0,1
"03309",0,1,1
"03310",0,1,1
"03311",0,1,1
"03312",0,0,1
"03313",0,1,1
"03314",0,1,0
"03315",0,1,1
"03316",0,1,1
"03317",0,1,1
"03318",0,1,0
"03319",0,1,0
"03320",1,0,1
"03321",0,1,0
"03322",1,0,1
"03323",0,1,1
"03324",0,1,1
"03325",0,1,1
"03326",0,1,1
"03327",0,1,1
"03328",0,0,0
"03329",1,0,0
"03330",0,1,1
"03331",1,0,0
"03332",1,1,0
"03333",1,1,0
"03334",1,0,0
"03335",1,0,0
"03336",0,1,1
"03337",0,0,1
"03338",0,1,0
"03339",0,1,0
"03340",0,0,1
"03341",0,1,1
"03342",0,1,1
"03343",0,1,1
"03344",0,0,1
"03345",0,0,0
"03346",0,1,1
"03347",1,0,0
"03348",0,1,1
"03349",0,0,0
"03350",0,1,1
"03351",0,1,1
"03352",0,1,0
"03353",0,1,1
"03354",0,1,1
"03355",0,1,1
"03356",0,0,1
"03357",0,0,1
"03358",0,0,1
"03359",1,1,1
"03360",1,0,0
"03361",0,1,1
"03362",1,0,1
"03363",1,1,0
"03364",0,0,1
"03365",1,0,0
"03366",0,0,1
"03367",1,0,0
"03368",1,0,0
"03369",0,1,0
"03370",1,1,0
"03371",0,0,1
"03372",0,1,0
"03373",0,1,0
"03374",0,0,1
"03375",1,1,0
"03376",0,1,1
"03377",1,0,0
"03378",1,0,0
"03379",0,1,1
"03380",0,1,1
"03381",0,0,1
"03382",0,0,1
"03383",1,1,0
"03384",0,1,1
"03385",0,1,0
"03386",1,0,0
"03387",0,1,0
"03388",0,0,1
"03389",0,1,1
"03390",0,1,1
"03391",0,1,0
"03392",0,1,1
"03393",0,1,1
"03394",0,1,0
"03395",0,1,1
"03396",1,1,0
"03397",0,1,1
"03398",0,1,1
"03399",0,0,1
"03400",0,1,1
"03401",1,1,0
"03402",0,0,1
"03403",0,1,1
"03404",1,0,0
"03405",0,1,1
"03406",0,1,1
"03407",0,0,1
"03408",0,1,0
"03409",0,1,1
"03410",0,1,1
"03411",1,0,0
"03412",0,1,1
"03413",0,1,0
"03414",0,1,1
"03415",0,1,1
"03416",0,1,1
"03417",0,1,1
"03418",0,1,0
"03419",1,0,1
"03420",0,0,1
"03421",0,1,1
"03422",0,1,1
"03423",0,0,1
"03424",0,0,1
"03425",1,0,1
"03426",0,0,1
"03427",0,1,1
"03428",0,1,1
"03429",0,0,1
"03430",1,0,1
"03431",0,1,0
"03432",0,0,1
"03433",1,0,1
"03434",0,1,0
"03435",0,1,1
"03436",1,0,0
"03437",0,1,1
"03438",0,1,0
"03439",1,0,0
"03440",0,1,1
"03441",0,0,1
"03442",0,1,1
"03443",0,1,1
"03444",0,1,1
"03445",1,1,1
"03446",0,1,1
"03447",0,0,0
"03448",0,1,1
"03449",1,0,1
"03450",0,1,1
"03451",0,1,1
"03452",0,1,0
"03453",0,1,1
"03454",0,1,0
"03455",0,1,1
"03456",0,0,1
"03457",0,1,1
"03458",0,1,1
"03459",1,0,1
"03460",0,1,1
"03461",0,1,1
"03462",1,0,0
"03463",0,1,1
"03464",1,0,0
"03465",0,0,1
"03466",1,0,1
"03467",0,1,0
"03468",1,1,0
"03469",0,0,1
"03470",0,1,1
"03471",1,0,1
"03472",0,1,1
"03473",1,0,1
"03474",0,1,0
"03475",0,0,0
"03476",0,1,1
"03477",0,0,1
"03478",0,1,1
"03479",0,0,0
"03480",0,1,1
"03481",0,1,1
"03482",0,0,0
"03483",1,0,0
"03484",0,0,1
"03485",1,0,0
"03486",0,1,1
"03487",0,1,0
"03488",0,1,1
"03489",0,0,1
"03490",0,1,1
"03491",0,1,1
"03492",0,1,1
"03493",0,1,1
"03494",0,1,1
"03495",1,0,0
"03496",0,0,1
"03497",0,0,0
"03498",0,0,1
"03499",0,1,1
"03500",1,0,0
"03501",0,1,1
"03502",0,0,0
"03503",0,0,0
"03504",0,0,1
"03505",0,1,1
"03506",0,1,1
"03507",1,0,1
"03508",0,1,1
"03509",1,0,1
"03510",0,1,1
"03511",0,0,1
"03512",1,0,1
"03513",0,0,1
"03514",1,1,0
"03515",0,1,1
"03516",1,0,0
"03517",1,0,0
"03518",0,1,0
"03519",0,0,1
"03520",0,0,1
"03521",0,1,1
"03522",1,1,1
"03523",1,0,0
"03524",0,1,0
"03525",0,1,1
"03526",1,0,0
"03527",0,1,0
"03528",0,0,0
"03529",1,1,0
"03530",0,0,1
"03531",0,1,1
"03532",0,1,1
"03533",0,1,1
"03534",0,1,1
"03535",0,0,1
"03536",0,1,0
"03537",0,1,0
"03538",0,1,1
"03539",0,1,1
"03540",0,1,1
"03541",0,1,1
"03542",0,0,1
"03543",0,1,0
"03544",0,1,1
"03545",1,0,0
"03546",0,1,1
"03547",0,0,1
"03548",1,1,0
"03549",0,0,1
"03550",0,1,1
"03551",0,1,1
"03552",0,1,1
"03553",0,1,1
"03554",0,0,1
"03555",0,0,1
"03556",1,0,0
"03557",0,0,1
"03558",0,1,1
"03559",0,1,1
"03560",0,1,0
"03561",1,0,0
"03562",0,1,1
"03563",0,1,1
"03564",1,0,0
"03565",0,1,1
"03566",0,1,1
"03567",0,1,1
"03568",0,0,1
"03569",0,1,0
"03570",0,0,1
"03571",1,0,1
"03572",0,1,0
"03573",1,0,0
"03574",0,0,0
"03575",0,1,0
"03576",0,0,1
"03577",0,1,1
"03578",0,1,1
"03579",1,1,0
"03580",0,1,1
"03581",0,1,0
"03582",1,0,1
"03583",0,1,1
"03584",0,1,1
"03585",0,0,1
"03586",0,1,1
"03587",0,1,1
"03588",0,0,1
"03589",0,1,1
"03590",0,0,1
"03591",0,0,1
"03592",0,0,1
"03593",0,1,1
"03594",0,0,1
"03595",0,1,1
"03596",0,1,1
"03597",1,0,0
"03598",0,0,1
"03599",1,0,1
"03600",1,1,0
"03601",0,0,1
"03602",0,0,1
"03603",1,1,0
"03604",1,0,1
"03605",0,1,1
"03606",0,1,1
"03607",0,1,1
"03608",0,0,1
"03609",0,1,1
"03610",0,1,1
"03611",1,0,0
"03612",0,0,1
"03613",0,0,1
"03614",1,0,0
"03615",0,0,1
"03616",0,1,1
"03617",0,0,1
"03618",0,1,1
"03619",1,0,0
"03620",0,1,0
"03621",0,1,0
"03622",0,1,1
"03623",0,1,1
"03624",0,1,1
"03625",1,0,0
"03626",1,0,0
"03627",0,0,1
"03628",1,1,0
"03629",1,0,0
"03630",0,1,1
"03631",1,0,1
"03632",0,1,0
"03633",0,1,1
"03634",0,0,1
"03635",0,1,0
"03636",0,0,1
"03637",0,1,1
"03638",0,0,1
"03639",0,1,1
"03640",1,0,0
"03641",0,1,1
"03642",0,1,1
"03643",0,1,0
"03644",0,1,1
"03645",0,1,1
"03646",0,0,0
"03647",0,1,0
"03648",0,1,1
"03649",0,1,1
"03650",0,1,1
"03651",0,1,1
"03652",0,1,1
"03653",0,1,1
"03654",0,0,1
"03655",0,0,1
"03656",0,1,0
"03657",0,0,1
"03658",0,1,1
"03659",0,1,0
"03660",0,1,1
"03661",0,0,1
"03662",0,1,1
"03663",0,1,1
"03664",1,0,1
"03665",0,0,1
"03666",0,1,1
"03667",0,1,1
"03668",0,1,1
"03669",0,1,1
"03670",0,0,0
"03671",0,1,1
"03672",1,0,1
"03673",0,1,1
"03674",0,1,1
"03675",0,1,1
"03676",0,1,1
"03677",0,1,0
"03678",0,1,1
"03679",0,1,1
"03680",0,1,1
"03681",0,1,1
"03682",0,1,1
"03683",0,1,1
"03684",0,0,1
"03685",0,0,1
"03686",0,0,1
"03687",0,0,1
"03688",0,1,1
"03689",0,1,0
"03690",1,0,0
"03691",0,1,1
"03692",0,1,1
"03693",0,0,1
"03694",0,1,1
"03695",0,0,1
"03696",0,1,1
"03697",0,1,1
"03698",1,0,0
"03699",0,1,0
"03700",0,0,1
"03701",0,1,1
"03702",1,0,0
"03703",0,1,1
"03704",0,0,1
"03705",0,1,1
"03706",0,1,0
"03707",0,1,1
"03708",0,1,1
"03709",0,1,1
"03710",0,0,1
"03711",1,0,0
"03712",0,1,1
"03713",0,1,0
"03714",0,0,1
"03715",0,1,1
"03716",0,0,1
"03717",0,1,1
"03718",0,0,1
"03719",0,1,0
"03720",0,1,1
"03721",0,1,1
"03722",0,1,1
"03723",0,1,0
"03724",0,1,1
"03725",0,0,1
"03726",0,1,1
"03727",0,0,1
"03728",0,1,0
"03729",0,1,1
"03730",0,0,1
"03731",0,0,1
"03732",0,1,1
"03733",0,0,1
"03734",0,1,1
"03735",0,1,1
"03736",1,0,1
"03737",0,1,1
"03738",0,1,1
"03739",0,1,0
"03740",0,1,1
"03741",0,1,0
"03742",0,0,1
"03743",0,0,1
"03744",0,1,1
"03745",1,1,0
"03746",1,0,0
"03747",0,1,0
"03748",0,1,1
"03749",0,1,1
"03750",0,1,1
"03751",0,0,1
"03752",0,1,1
"03753",0,0,0
"03754",0,0,1
"03755",0,0,1
"03756",0,1,1
"03757",0,1,0
"03758",0,1,1
"03759",0,1,0
"03760",0,0,0
"03761",1,1,0
"03762",0,1,1
"03763",1,0,0
"03764",1,0,1
"03765",0,1,0
"03766",0,1,1
"03767",1,1,0
"03768",0,1,0
"03769",0,1,1
"03770",1,0,0
"03771",0,1,0
"03772",0,1,1
"03773",1,0,0
"03774",0,0,1
"03775",0,0,0
"03776",0,1,0
"03777",0,1,1
"03778",0,1,1
"03779",0,0,1
"03780",0,1,1
"03781",0,1,0
"03782",0,0,1
"03783",0,1,0
"03784",1,0,0
"03785",0,1,1
"03786",0,1,1
"03787",0,1,1
"03788",0,1,1
"03789",0,1,1
"03790",0,1,0
"03791",0,1,1
"03792",0,1,1
"03793",0,1,0
"03794",0,1,1
"03795",0,0,1
"03796",1,1,0
"03797",0,1,1
"03798",0,1,1
"03799",0,1,1
"03800",0,1,1
"03801",0,1,1
"03802",0,1,1
"03803",0,1,1
"03804",0,0,1
"03805",0,1,1
"03806",0,0,0
"03807",0,1,1
"03808",0,1,1
"03809",1,0,0
"03810",0,0,1
"03811",0,0,1
"03812",0,0,1
"03813",0,0,1
"03814",0,1,1
"03815",0,1,1
"03816",0,0,1
"03817",0,0,1
"03818",0,0,1
"03819",0,0,1
"03820",0,1,1
"03821",0,1,1
"03822",0,0,1
"03823",0,1,1
"03824",1,0,0
"03825",0,1,1
"03826",1,1,0
"03827",1,1,0
"03828",1,1,0
"03829",1,1,1
"03830",0,0,1
"03831",0,1,0
"03832",0,0,1
"03833",0,1,0
"03834",0,0,1
"03835",0,0,1
"03836",0,0,1
"03837",0,1,1
"03838",0,1,1
"03839",0,0,1
"03840",0,1,1
"03841",0,1,1
"03842",0,1,1
"03843",0,0,0
"03844",0,1,1
"03845",0,1,1
"03846",0,1,1
"03847",0,1,0
"03848",1,0,1
"03849",0,1,1
"03850",1,0,1
"03851",0,1,1
"03852",1,0,1
"03853",0,1,1
"03854",0,1,1
"03855",0,0,1
"03856",0,1,0
"03857",0,1,1
"03858",1,0,0
"03859",0,0,1
"03860",0,1,1
"03861",1,1,0
"03862",1,0,0
"03863",0,0,1
"03864",0,1,1
"03865",0,1,1
"03866",0,1,0
"03867",0,1,1
"03868",0,1,0
"03869",0,0,0
"03870",0,1,0
"03871",0,0,1
"03872",0,1,1
"03873",0,1,1
"03874",0,0,0
"03875",0,0,1
"03876",0,1,1
"03877",0,1,1
"03878",0,0,1
"03879",0,1,1
"03880",0,0,1
"03881",0,1,0
"03882",0,1,0
"03883",1,0,0
"03884",0,1,1
"03885",0,0,1
"03886",1,1,0
"03887",0,1,1
"03888",0,1,1
"03889",0,1,0
"03890",0,0,1
"03891",0,1,1
"03892",0,0,1
"03893",1,0,0
"03894",0,1,1
"03895",0,1,0
"03896",0,1,1
"03897",1,1,0
"03898",0,0,1
"03899",0,1,1
"03900",0,0,0
"03901",0,1,0
"03902",0,1,1
"03903",0,1,1
"03904",1,0,0
"03905",1,0,0
"03906",0,0,1
"03907",0,1,1
"03908",1,0,1
"03909",0,1,1
"03910",0,0,1
"03911",0,1,1
"03912",0,0,1
"03913",0,1,1
"03914",0,1,1
"03915",0,1,0
"03916",0,0,1
"03917",1,0,1
"03918",0,1,1
"03919",1,1,0
"03920",0,1,1
"03921",1,1,1
"03922",0,0,1
"03923",1,0,0
"03924",1,0,0
"03925",0,1,1
"03926",0,0,1
"03927",0,1,1
"03928",1,0,1
"03929",0,1,1
"03930",1,0,0
"03931",0,1,1
"03932",0,1,1
"03933",0,1,1
"03934",0,0,1
"03935",1,0,0
"03936",1,1,0
"03937",0,1,1
"03938",1,0,0
"03939",0,1,1
"03940",0,0,1
"03941",0,1,1
"03942",0,1,1
"03943",0,0,1
"03944",0,1,1
"03945",0,1,1
"03946",0,0,1
"03947",0,0,1
"03948",0,1,1
"03949",0,0,1
"03950",0,1,1
"03951",0,1,1
"03952",0,1,1
"03953",1,1,0
"03954",0,1,1
"03955",0,1,1
"03956",0,1,1
"03957",0,1,1
"03958",0,1,1
"03959",0,0,1
"03960",0,1,1
"03961",1,1,0
"03962",0,0,1
"03963",0,1,1
"03964",0,1,1
"03965",0,1,1
"03966",1,0,1
"03967",0,0,1
"03968",0,0,1
"03969",0,1,1
"03970",1,0,1
"03971",0,1,1
"03972",0,1,1
"03973",0,1,0
"03974",0,1,0
"03975",0,1,1
"03976",0,0,1
"03977",0,1,1
"03978",0,0,1
"03979",1,0,0
"03980",0,1,1
"03981",0,1,1
"03982",0,1,0
"03983",0,0,1
"03984",0,0,1
"03985",0,1,0
"03986",0,1,1
"03987",1,0,0
"03988",0,1,1
"03989",1,1,0
"03990",0,1,1
"03991",0,1,1
"03992",1,0,0
"03993",0,1,1
"03994",0,1,1
"03995",0,1,0
"03996",1,0,0
"03997",0,0,1
"03998",0,0,0
"03999",0,0,1
"04000",0,1,1
"04001",0,0,1
"04002",0,0,1
"04003",1,0,1
"04004",0,1,1
"04005",0,1,1
"04006",0,1,1
"04007",1,1,0
"04008",1,0,0
"04009",0,0,1
"04010",0,1,0
"04011",0,1,1
"04012",0,0,1
"04013",0,1,1
"04014",0,1,1
"04015",1,0,0
"04016",0,1,1
"04017",1,0,0
"04018",0,1,1
"04019",0,0,1
"04020",0,1,1
"04021",0,1,0
"04022",0,0,1
"04023",0,1,1
"04024",1,0,0
"04025",1,0,1
"04026",0,0,0
"04027",0,1,1
"04028",0,1,1
"04029",1,0,0
"04030",0,1,1
"04031",1,0,0
"04032",1,0,1
"04033",0,1,1
"04034",0,0,1
"04035",0,1,1
"04036",0,1,1
"04037",0,1,1
"04038",0,0,1
"04039",0,1,0
"04040",0,0,1
"04041",1,1,0
"04042",0,1,1
"04043",0,1,1
"04044",0,1,1
"04045",0,1,1
"04046",0,1,1
"04047",1,1,1
"04048",0,1,1
"04049",1,0,0
"04050",0,1,1
"04051",0,1,1
"04052",0,1,1
"04053",0,1,0
"04054",0,1,0
"04055",0,1,1
"04056",0,0,1
"04057",1,0,0
"04058",0,1,1
"04059",0,0,1
"04060",0,1,1
"04061",1,0,1
"04062",1,0,1
"04063",0,0,1
"04064",1,0,0
"04065",0,1,1
"04066",0,1,1
"04067",0,1,1
"04068",1,0,1
"04069",0,1,0
"04070",0,1,0
"04071",0,1,1
"04072",0,0,1
"04073",1,0,0
"04074",0,1,1
"04075",0,1,1
"04076",0,1,1
"04077",0,1,1
"04078",0,1,1
"04079",0,1,1
"04080",0,1,1
"04081",0,0,0
"04082",0,1,1
"04083",0,1,1
"04084",0,1,0
"04085",0,1,1
"04086",0,0,1
"04087",0,1,1
"04088",0,0,0
"04089",0,1,1
"04090",0,0,1
"04091",0,1,1
"04092",0,0,0
"04093",0,0,1
"04094",0,1,0
"04095",0,1,1
"04096",1,0,0
"04097",0,0,1
"04098",0,1,1
"04099",0,1,1
"04100",0,1,0
"04101",0,0,1
"04102",0,1,1
"04103",1,1,0
"04104",0,1,1
"04105",0,1,1
"04106",0,1,1
"04107",0,0,0
"04108",0,1,1
"04109",0,1,1
"04110",0,1,0
"04111",0,1,1
"04112",0,1,0
"04113",0,1,1
"04114",0,0,1
"04115",0,1,1
"04116",0,0,0
"04117",0,0,0
"04118",0,1,1
"04119",0,1,1
"04120",0,1,1
"04121",0,0,1
"04122",1,0,0
"04123",1,0,0
"04124",0,0,1
"04125",0,1,1
"04126",0,1,1
"04127",0,1,1
"04128",1,0,0
"04129",0,1,1
"04130",0,1,1
"04131",0,0,1
"04132",0,1,0
"04133",0,0,0
"04134",1,0,0
"04135",0,0,1
"04136",0,1,1
"04137",0,1,1
"04138",1,0,1
"04139",0,1,0
"04140",0,0,1
"04141",1,0,0
"04142",0,1,1
"04143",0,0,1
"04144",0,0,1
"04145",0,1,1
"04146",1,1,1
"04147",0,1,1
"04148",0,1,1
"04149",0,0,1
"04150",1,0,0
"04151",1,0,0
"04152",0,1,1
"04153",0,1,0
"04154",0,1,1
"04155",1,0,0
"04156",0,1,1
"04157",0,1,0
"04158",0,1,1
"04159",0,1,1
"04160",0,1,1
"04161",1,0,0
"04162",0,1,0
"04163",0,1,1
"04164",0,0,1
"04165",0,0,1
"04166",0,1,1
"04167",0,1,1
"04168",0,1,1
"04169",0,1,0
"04170",0,0,0
"04171",0,1,1
"04172",0,1,0
"04173",0,1,1
"04174",0,1,1
"04175",0,0,1
"04176",0,0,1
"04177",1,0,1
"04178",1,0,0
"04179",0,1,0
"04180",0,1,1
"04181",0,1,1
"04182",0,0,1
"04183",0,1,1
"04184",1,0,0
"04185",0,1,1
"04186",0,1,1
"04187",0,1,1
"04188",0,1,1
"04189",0,1,1
